Name,Set Number,Set Name,Price (1),Date (1),Price (2),Date (2),$ Change
Dark Templar @Ignister,MP21-EN017,2021 Tin of Ancient Battles,0.22,2021-10-03 ,0.08,2023-10-01 ,-0.14
Rock Band Xenoguitar,MP21-EN181,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.05,2023-10-01 ,-0.09
Cross-Sheep,MP21-EN018,2021 Tin of Ancient Battles,1.81,2021-10-03 ,1.98,2023-10-01 ,0.17
"Prufinesse, the Tactical Trapper",MP21-EN180,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.06,2023-10-01 ,-0.06
"Alpha, the Master of Beasts",MP21-EN179,2021 Tin of Ancient Battles,3.81,2021-10-03 ,0.63,2023-10-01 ,-3.18
"Aussa the Earth Charmer, Immovable",MP21-EN019,2021 Tin of Ancient Battles,0.55,2021-10-03 ,0.16,2023-10-01 ,-0.39
Gravity Controller,MP21-EN020,2021 Tin of Ancient Battles,0.44,2021-10-03 ,0.16,2023-10-01 ,-0.28
Awakening of the Possessed - Rasenryu,MP21-EN178,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.04,2023-10-01 ,-0.12
Ignister A.I.Land,MP21-EN021,2021 Tin of Ancient Battles,1.26,2021-10-03 ,0.12,2023-10-01 ,-1.14
Awakening of the Possessed - Gagigobyte,MP21-EN177,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.06,2023-10-01 ,-0.09
TA.I. Strike,MP21-EN022,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.05,2023-10-01 ,-0.12
A.I.dle Reborn,MP21-EN023,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.17,2023-10-01 ,-0.08
Virtual World Kirin - Lili,MP21-EN176,2021 Tin of Ancient Battles,0.75,2021-10-03 ,0.18,2023-10-01 ,-0.57
A.I. Love Fusion,MP21-EN024,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.05,2023-10-01 ,-0.14
Virtual World Xiezhi - Jiji,MP21-EN175,2021 Tin of Ancient Battles,0.58,2021-10-03 ,0.12,2023-10-01 ,-0.46
A.I.'s Ritual,MP21-EN025,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.06,2023-10-01 ,-0.11
Ghost Meets Girl - A Mayakashi's Manuscript,MP21-EN026,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.13,2023-10-01 ,-0.08
Virtual World Roshi - Laolao,MP21-EN174,2021 Tin of Ancient Battles,1.62,2021-10-03 ,0.27,2023-10-01 ,-1.35
Virtual World Mai-Hime - Lulu,MP21-EN173,2021 Tin of Ancient Battles,6.7,2021-10-03 ,0.35,2023-10-01 ,-6.35
Disposable Learner Device,MP21-EN027,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.03,2023-10-01 ,-0.09
Kuji-Kiri Curse,MP21-EN028,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.1,2023-10-01 ,-0.11
A.I. Shadow,MP21-EN029,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.04,2023-10-01 ,-0.13
Dogmatika Ashiyan,MP21-EN172,2021 Tin of Ancient Battles,0.41,2021-10-03 ,0.23,2023-10-01 ,-0.18
Sales Pitch,MP21-EN030,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.13,2023-10-01 ,-0.1
Tri-Brigade Fraktall,MP21-EN171,2021 Tin of Ancient Battles,5.07,2021-10-03 ,1.39,2023-10-01 ,-3.68
Tri-Brigade Kerass,MP21-EN170,2021 Tin of Ancient Battles,1.16,2021-10-03 ,0.49,2023-10-01 ,-0.67
Armory Call,MP21-EN031,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.14,2023-10-01 ,-0.1
Mutually Affured Destruction,MP21-EN032,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.04,2023-10-01 ,-0.08
Fiendish Portrait,MP21-EN033,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.08,2023-10-01 ,-0.17
The Phantom Knights of Torn Scales,MP21-EN168,2021 Tin of Ancient Battles,3.43,2021-10-03 ,0.46,2023-10-01 ,-2.97
"Feedran, the Winds of Mischief",MP21-EN034,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.03,2023-10-01 ,-0.12
The Phantom Knights of Stained Greaves,MP21-EN167,2021 Tin of Ancient Battles,0.4,2021-10-03 ,0.14,2023-10-01 ,-0.26
Nine-Lives Cat,MP21-EN035,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.08,2023-10-01 ,-0.07
Execution of the Contract,MP21-EN036,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.04,2023-10-01 ,-0.13
"Shiny Black ""C"" Squadder",MP21-EN037,2021 Tin of Ancient Battles,0.36,2021-10-03 ,0.11,2023-10-01 ,-0.25
Raider's Wing,MP21-EN166,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.34,2023-10-01 ,0.1
Marincess Pascalus,MP21-EN038,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.18,2023-10-01 ,-0.06
Superheavy Samurai Scarecrow,MP21-EN165,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.22,2023-10-01 ,-0.02
Bellcat Fighter,MP21-EN039,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.07,2023-10-01 ,-0.07
Linkerbell,MP21-EN164,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.08,2023-10-01 ,-0.04
Code Talker Inverted,MP21-EN040,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.07,2023-10-01 ,-0.11
Linguriboh,MP21-EN041,2021 Tin of Ancient Battles,0.26,2021-10-03 ,0.55,2023-10-01 ,0.29
Link Party,MP21-EN042,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.05,2023-10-01 ,-0.14
Rampaging Smashtank Rhynosaber,MP21-EN163,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.1,2023-10-01 ,-0.1
Parallel eXceed,MP21-EN043,2021 Tin of Ancient Battles,3.72,2021-10-03 ,2.34,2023-10-01 ,-1.38
Speedroid CarTurbo,MP21-EN162,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.08,2023-10-01 ,-0.16
Salamangreat Zebroid X,MP21-EN044,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.11,2023-10-01 ,-0.1
Speedroid Block-n-Roll,MP21-EN161,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.06,2023-10-01 ,-0.12
Gouki Iron Claw,MP21-EN045,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.04,2023-10-01 ,-0.15
Ret-time Reviver Emit-ter,MP21-EN160,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.09,2023-10-01 ,-0.11
Gouki Guts,MP21-EN046,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.05,2023-10-01 ,-0.1
Marincess Basilalima,MP21-EN047,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.18,2023-10-01 ,0.0
Seleglare the Luminous Lunar Dragon,MP21-EN159,2021 Tin of Ancient Battles,0.55,2021-10-03 ,0.2,2023-10-01 ,-0.35
Noctovision Dragon,MP21-EN048,2021 Tin of Ancient Battles,0.41,2021-10-03 ,0.18,2023-10-01 ,-0.23
Wynn the Wind Channeler,MP21-EN158,2021 Tin of Ancient Battles,1.16,2021-10-03 ,0.34,2023-10-01 ,-0.82
Deep Sea Artisan,MP21-EN049,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.07,2023-10-01 ,-0.07
Deep Sea Sentry,MP21-EN050,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.1,2023-10-01 ,-0.05
Odd-Eyes Revolution Dragon,MP21-EN157,2021 Tin of Ancient Battles,2.09,2021-10-03 ,0.86,2023-10-01 ,-1.23
Deep Sea Minstrel,MP21-EN051,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.1,2023-10-01 ,-0.06
Junk Sleep,MP21-EN156,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.09,2023-10-01 ,-0.03
Red Familiar,MP21-EN052,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.07,2023-10-01 ,-0.12
Ice Dragon's Prison,MP21-EN155,2021 Tin of Ancient Battles,17.54,2021-10-03 ,1.04,2023-10-01 ,-16.5
Crimson Resonator,MP21-EN053,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.15,2023-10-01 ,-0.02
Redeemable Jar,MP21-EN154,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.04,2023-10-01 ,-0.12
Lantern Shark,MP21-EN054,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.24,2023-10-01 ,0.06
Buzzsaw Shark,MP21-EN055,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.08,2023-10-01 ,-0.1
Dragonmaid Tidying,MP21-EN153,2021 Tin of Ancient Battles,0.31,2021-10-03 ,0.2,2023-10-01 ,-0.11
"Girsu, the Orcust Mekk-Knight",MP21-EN056,2021 Tin of Ancient Battles,3.19,2021-10-03 ,0.35,2023-10-01 ,-2.84
Shaddoll Schism,MP21-EN152,2021 Tin of Ancient Battles,5.23,2021-10-03 ,0.68,2023-10-01 ,-4.55
King Beast Barbaros,MP21-EN057,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.17,2023-10-01 ,-0.08
Darklord Uprising,MP21-EN151,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.09,2023-10-01 ,-0.07
Trias Hierarchia,MP21-EN058,2021 Tin of Ancient Battles,0.29,2021-10-03 ,0.28,2023-10-01 ,-0.01
Union Driver,MP21-EN059,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.2,2023-10-01 ,0.0
"Magellanica, the Deep Sea City",MP21-EN141,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.05,2023-10-01 ,-0.12
Melffy Playhouse,MP21-EN150,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.11,2023-10-01 ,-0.05
"Malice, Lady of Lament",MP21-EN060,2021 Tin of Ancient Battles,0.56,2021-10-03 ,0.19,2023-10-01 ,-0.37
Horn of Olifant,MP21-EN149,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.06,2023-10-01 ,-0.08
Ghost Mourner & Moonlit Chill,MP21-EN061,2021 Tin of Ancient Battles,4.28,2021-10-03 ,1.03,2023-10-01 ,-3.25
Dogmatika Encounter,MP21-EN148,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.12,2023-10-01 ,-0.06
Animadorned Archosaur,MP21-EN062,2021 Tin of Ancient Battles,4.63,2021-10-03 ,0.35,2023-10-01 ,-4.28
Dogmatika Punishment,MP21-EN147,2021 Tin of Ancient Battles,4.1,2021-10-03 ,1.25,2023-10-01 ,-2.85
Magical Hound,MP21-EN063,2021 Tin of Ancient Battles,0.22,2021-10-03 ,0.22,2023-10-01 ,0.0
Diced Dice,MP21-EN146,2021 Tin of Ancient Battles,0.09,2021-10-03 ,0.05,2023-10-01 ,-0.04
Invoked Augoeides,MP21-EN064,2021 Tin of Ancient Battles,0.84,2021-10-03 ,0.24,2023-10-01 ,-0.6
Fury of Kairyu-Shin,MP21-EN145,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.05,2023-10-01 ,-0.14
Dragonmaid Sheou,MP21-EN065,2021 Tin of Ancient Battles,0.81,2021-10-03 ,0.33,2023-10-01 ,-0.48
Blizzard,MP21-EN144,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.12,2023-10-01 ,-0.03
Deep Sea Prima Donna,MP21-EN066,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.15,2023-10-01 ,-0.03
Triple Tactics Talent,MP21-EN143,2021 Tin of Ancient Battles,43.53,2021-10-03 ,16.92,2023-10-01 ,-26.61
Adamancipator Friends,MP21-EN142,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.14,2023-10-01 ,-0.1
Ravenous Crocodragon Archethys,MP21-EN067,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.16,2023-10-01 ,-0.09
Traptrix Allomerus,MP21-EN068,2021 Tin of Ancient Battles,0.37,2021-10-03 ,0.14,2023-10-01 ,-0.23
Melffy Hide-and-Seek,MP21-EN140,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.14,2023-10-01 ,-0.04
Proxy F Magician,MP21-EN069,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.13,2023-10-01 ,-0.01
Melffy Tag,MP21-EN139,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.11,2023-10-01 ,-0.06
Gouki The Powerload Ogre,MP21-EN070,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.1,2023-10-01 ,-0.05
"""Infernoble Arms - Joyeuse""",MP21-EN138,2021 Tin of Ancient Battles,0.28,2021-10-03 ,0.21,2023-10-01 ,-0.07
"""Infernoble Arms - Hauteclere""",MP21-EN137,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.15,2023-10-01 ,-0.09
"""Infernoble Arms - Durendal""",MP21-EN136,2021 Tin of Ancient Battles,0.63,2021-10-03 ,0.26,2023-10-01 ,-0.37
Marincess Great Bubble Reef,MP21-EN071,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.17,2023-10-01 ,-0.03
Nadir Servant,MP21-EN135,2021 Tin of Ancient Battles,20.6,2021-10-03 ,5.9,2023-10-01 ,-14.7
"Eria the Water Charmer, Gentle",MP21-EN072,2021 Tin of Ancient Battles,0.62,2021-10-03 ,0.23,2023-10-01 ,-0.39
Dogmatika Nation,MP21-EN134,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.09,2023-10-01 ,-0.09
A.I. Contact,MP21-EN073,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.12,2023-10-01 ,-0.12
Burning Draw,MP21-EN074,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.11,2023-10-01 ,-0.1
Spiral Fusion,MP21-EN133,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.23,2023-10-01 ,-0.01
Link Burst,MP21-EN075,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.05,2023-10-01 ,-0.07
Deep Sea Aria,MP21-EN076,2021 Tin of Ancient Battles,0.65,2021-10-03 ,0.14,2023-10-01 ,-0.51
Resonator Command,MP21-EN077,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.1,2023-10-01 ,-0.04
Drill Driver Vespenato,MP21-EN132,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.1,2023-10-01 ,-0.1
Torpedo Takedown,MP21-EN078,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.04,2023-10-01 ,-0.16
Rikka Queen Strenna,MP21-EN131,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.24,2023-10-01 ,0.05
Heavy Forward,MP21-EN079,2021 Tin of Ancient Battles,0.43,2021-10-03 ,0.13,2023-10-01 ,-0.3
Witchcrafter Unveiling,MP21-EN080,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.14,2023-10-01 ,-0.1
Fusion Deployment,MP21-EN081,2021 Tin of Ancient Battles,2.81,2021-10-03 ,2.41,2023-10-01 ,-0.4
Melffy Mommy,MP21-EN130,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.13,2023-10-01 ,-0.07
Flourishing Frolic,MP21-EN082,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.02,2023-10-01 ,-0.1
A.I.Q,MP21-EN083,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.05,2023-10-01 ,-0.12
Red Reign,MP21-EN084,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.07,2023-10-01 ,-0.11
Melffy of the Forest,MP21-EN129,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.14,2023-10-01 ,-0.1
Witchcrafter Patronus,MP21-EN085,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.11,2023-10-01 ,-0.13
Gravedigger's Trap Hole,MP21-EN086,2021 Tin of Ancient Battles,2.64,2021-10-03 ,0.49,2023-10-01 ,-2.15
Titanocider,MP21-EN087,2021 Tin of Ancient Battles,0.48,2021-10-03 ,0.15,2023-10-01 ,-0.33
"Chaos Ruler, the Chaotic Magical Dragon",MP21-EN128,2021 Tin of Ancient Battles,3.44,2021-10-03 ,0.64,2023-10-01 ,-2.8
Rose Girl,MP21-EN088,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.1,2023-10-01 ,-0.1
Infernoble Knight Emperor Charles,MP21-EN127,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.37,2023-10-01 ,0.13
Superheavy Samurai Wagon,MP21-EN089,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.22,2023-10-01 ,0.01
Rain Bozu,MP21-EN090,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.04,2023-10-01 ,-0.15
Infernoble Knight Captain Roland,MP21-EN126,2021 Tin of Ancient Battles,0.22,2021-10-03 ,0.18,2023-10-01 ,-0.04
Performapal Turn Trooper,MP21-EN091,2021 Tin of Ancient Battles,0.3,2021-10-03 ,0.09,2023-10-01 ,-0.21
Gussari @Ignister,MP21-EN092,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.03,2023-10-01 ,-0.14
Titaniklad the Ash Dragon,MP21-EN125,2021 Tin of Ancient Battles,1.38,2021-10-03 ,0.23,2023-10-01 ,-1.15
Gatchiri @Ignister,MP21-EN093,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.1,2023-10-01 ,-0.11
Machina Metalcruncher,MP21-EN094,2021 Tin of Ancient Battles,1.37,2021-10-03 ,0.42,2023-10-01 ,-0.95
Gaia the Magical Knight of Dragons,MP21-EN124,2021 Tin of Ancient Battles,0.47,2021-10-03 ,0.27,2023-10-01 ,-0.2
Gaia the Fierce Knight Origin,MP21-EN096,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.12,2023-10-01 ,-0.11
Gaia the Magical Knight,MP21-EN097,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.17,2023-10-01 ,-0.01
"Curse of Dragon, the Cursed Dragon",MP21-EN098,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.09,2023-10-01 ,-0.06
Dracoon Lamp,MP21-EN123,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.03,2023-10-01 ,-0.09
Artillery Catapult Turtle,MP21-EN099,2021 Tin of Ancient Battles,0.65,2021-10-03 ,0.18,2023-10-01 ,-0.47
Lifeless Leaffish,MP21-EN122,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.32,2023-10-01 ,0.12
"Gizmek Okami, the Dreaded Deluge Dragon",MP21-EN121,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.18,2023-10-01 ,-0.05
"Dogmatika Ecclesia, the Virtuous",MP21-EN101,2021 Tin of Ancient Battles,15.61,2021-10-03 ,1.99,2023-10-01 ,-13.62
Thunder Hand,MP21-EN120,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.16,2023-10-01 ,-0.08
"Dogmatika Theo, the Iron Punch",MP21-EN102,2021 Tin of Ancient Battles,0.28,2021-10-03 ,0.13,2023-10-01 ,-0.15
"Dogmatika Adin, the Enlightened",MP21-EN103,2021 Tin of Ancient Battles,0.39,2021-10-03 ,0.19,2023-10-01 ,-0.2
Darklord Nergal,MP21-EN119,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.07,2023-10-01 ,-0.12
"Dogmatika Fleurdelis, the Knighted",MP21-EN104,2021 Tin of Ancient Battles,3.48,2021-10-03 ,0.28,2023-10-01 ,-3.2
Dogmatika Maximus,MP21-EN105,2021 Tin of Ancient Battles,0.83,2021-10-03 ,0.89,2023-10-01 ,0.06
Dogmatika Nexus,MP21-EN106,2021 Tin of Ancient Battles,0.26,2021-10-03 ,0.18,2023-10-01 ,-0.08
Fallen of Albaz,MP21-EN107,2021 Tin of Ancient Battles,2.23,2021-10-03 ,1.18,2023-10-01 ,-1.05
Indulged Darklord,MP21-EN118,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.16,2023-10-01 ,-0.03
Infernoble Knight Astolfo,MP21-EN108,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.18,2023-10-01 ,-0.01
Infernoble Knight Ogier,MP21-EN109,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.28,2023-10-01 ,0.08
Infernoble Knight Oliver,MP21-EN110,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.27,2023-10-01 ,0.06
Capricious Darklord,MP21-EN117,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.09,2023-10-01 ,-0.1
Infernoble Knight Maugis,MP21-EN111,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.14,2023-10-01 ,-0.02
Melffy Pony,MP21-EN116,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.12,2023-10-01 ,-0.05
Melffy Rabby,MP21-EN112,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.1,2023-10-01 ,-0.07
Melffy Fenny,MP21-EN113,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.1,2023-10-01 ,-0.08
Melffy Puppy,MP21-EN115,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.14,2023-10-01 ,-0.05
Melffy Catty,MP21-EN114,2021 Tin of Ancient Battles,0.22,2021-10-03 ,0.22,2023-10-01 ,0.0
Superheavy Samurai Swordmaster Musashi,MP21-EN095,2021 Tin of Ancient Battles,0.24,2021-10-03 ,0.14,2023-10-01 ,-0.1
Soldier Gaia The Fierce Knight,MP21-EN100,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.09,2023-10-01 ,-0.08
Ibicella Lutea,MP21-EN009,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.06,2023-10-01 ,-0.13
Small World,BODE-EN069,Burst of Destiny,16.92,2021-11-08 ,7.28,2023-10-01 ,-9.64
Clear Wing Synchro Dragon,LED8-EN001,Legendary Duelists: Synchro Storm,0.51,2021-11-08 ,0.41,2023-10-01 ,-0.1
Speedroid Fuki-Modoshi Piper,LED8-EN002,Legendary Duelists: Synchro Storm,0.27,2021-11-08 ,0.24,2023-10-01 ,-0.03
Speedroid Ultra Hound,LED8-EN003,Legendary Duelists: Synchro Storm,0.39,2021-11-08 ,0.55,2023-10-01 ,0.16
Hi-Speedroid Cork Shooter,LED8-EN004,Legendary Duelists: Synchro Storm,9.41,2021-11-08 ,2.71,2023-10-01 ,-6.7
Crystal Clear Wing Synchro Dragon,LED8-EN005,Legendary Duelists: Synchro Storm,9.25,2021-11-08 ,4.46,2023-10-01 ,-4.79
Crystal Clear Wing Synchro Dragon (Ghost Rare),LED8-EN005,Legendary Duelists: Synchro Storm,89.11,2021-11-08 ,18.76,2023-10-01 ,-70.35
Hi-Speedroid Clear Wing Rider,LED8-EN006,Legendary Duelists: Synchro Storm,0.93,2021-11-08 ,0.26,2023-10-01 ,-0.67
Speedroid Wheel,LED8-EN007,Legendary Duelists: Synchro Storm,0.85,2021-11-08 ,0.41,2023-10-01 ,-0.44
Speedroid Dupligate,LED8-EN008,Legendary Duelists: Synchro Storm,0.12,2021-11-08 ,0.07,2023-10-01 ,-0.05
Speedroid Terrortop,LED8-EN009,Legendary Duelists: Synchro Storm,0.16,2021-11-08 ,0.1,2023-10-01 ,-0.06
Speedroid Double Yoyo,LED8-EN010,Legendary Duelists: Synchro Storm,0.05,2021-11-08 ,0.03,2023-10-01 ,-0.02
Speedroid Taketomborg,LED8-EN011,Legendary Duelists: Synchro Storm,0.08,2021-11-08 ,0.09,2023-10-01 ,0.01
Speedroid Red-Eyed Dice,LED8-EN012,Legendary Duelists: Synchro Storm,0.07,2021-11-08 ,0.05,2023-10-01 ,-0.02
Speedroid Den-Den Daiko Duke,LED8-EN013,Legendary Duelists: Synchro Storm,0.05,2021-11-08 ,0.04,2023-10-01 ,-0.01
Speedroid Horse Stilts,LED8-EN014,Legendary Duelists: Synchro Storm,0.06,2021-11-08 ,0.05,2023-10-01 ,-0.01
Speedroid Marble Machine,LED8-EN015,Legendary Duelists: Synchro Storm,0.07,2021-11-08 ,0.06,2023-10-01 ,-0.01
Hi-Speedroid Chanbara,LED8-EN017,Legendary Duelists: Synchro Storm,0.09,2021-11-08 ,0.06,2023-10-01 ,-0.03
Hi-Speedroid Kitedrake,LED8-EN018,Legendary Duelists: Synchro Storm,0.07,2021-11-08 ,0.1,2023-10-01 ,0.03
Speed Recovery,LED8-EN019,Legendary Duelists: Synchro Storm,0.06,2021-11-08 ,0.07,2023-10-01 ,0.01
Speedlift,LED8-EN020,Legendary Duelists: Synchro Storm,0.05,2021-11-08 ,0.07,2023-10-01 ,0.02
Sauge de Fleur,LED8-EN021,Legendary Duelists: Synchro Storm,0.9,2021-11-08 ,0.6,2023-10-01 ,-0.3
White Steed of the Floral Knights,LED8-EN022,Legendary Duelists: Synchro Storm,0.31,2021-11-08 ,0.19,2023-10-01 ,-0.12
Necro Synchron,LED8-EN023,Legendary Duelists: Synchro Storm,0.43,2021-11-08 ,0.2,2023-10-01 ,-0.23
Baronne de Fleur,LED8-EN024,Legendary Duelists: Synchro Storm,124.01,2021-11-08 ,48.11,2023-10-01 ,-75.9
Fleuret de Fleur,LED8-EN025,Legendary Duelists: Synchro Storm,0.17,2021-11-08 ,0.19,2023-10-01 ,0.02
Synchro Dilemma,LED8-EN026,Legendary Duelists: Synchro Storm,0.11,2021-11-08 ,0.05,2023-10-01 ,-0.06
Pennant of Revolution,LED8-EN027,Legendary Duelists: Synchro Storm,0.09,2021-11-08 ,0.07,2023-10-01 ,-0.02
Sorciere de Fleur,LED8-EN028,Legendary Duelists: Synchro Storm,0.06,2021-11-08 ,0.06,2023-10-01 ,0.0
Necro Fleur,LED8-EN029,Legendary Duelists: Synchro Storm,0.09,2021-11-08 ,0.06,2023-10-01 ,-0.03
Noble Knight Joan,LED8-EN030,Legendary Duelists: Synchro Storm,0.1,2021-11-08 ,0.07,2023-10-01 ,-0.03
Fleur Synchron,LED8-EN031,Legendary Duelists: Synchro Storm,0.08,2021-11-08 ,0.09,2023-10-01 ,0.01
Chevalier de Fleur,LED8-EN032,Legendary Duelists: Synchro Storm,0.08,2021-11-08 ,0.1,2023-10-01 ,0.02
Z-ONE,LED8-EN033,Legendary Duelists: Synchro Storm,0.08,2021-11-08 ,0.08,2023-10-01 ,0.0
Liberty at Last!,LED8-EN034,Legendary Duelists: Synchro Storm,0.1,2021-11-08 ,0.08,2023-10-01 ,-0.02
Lyrilusc - Beryl Canary,LED8-EN035,Legendary Duelists: Synchro Storm,0.23,2021-11-08 ,0.17,2023-10-01 ,-0.06
Lyrilusc - Celestine Wagtail,LED8-EN036,Legendary Duelists: Synchro Storm,9.08,2021-11-08 ,0.83,2023-10-01 ,-8.25
Lyrilusc - Ensemblue Robin,LED8-EN037,Legendary Duelists: Synchro Storm,5.33,2021-11-08 ,1.02,2023-10-01 ,-4.31
Lyrilusc - Promenade Thrush,LED8-EN038,Legendary Duelists: Synchro Storm,1.16,2021-11-08 ,0.35,2023-10-01 ,-0.81
Lyrilusc - Bird Call,LED8-EN039,Legendary Duelists: Synchro Storm,19.79,2021-11-08 ,2.1,2023-10-01 ,-17.69
Lyrilusc - Bird Sanctuary,LED8-EN040,Legendary Duelists: Synchro Storm,0.86,2021-11-08 ,0.28,2023-10-01 ,-0.58
Lyrilusc - Phantom Feathers,LED8-EN041,Legendary Duelists: Synchro Storm,0.13,2021-11-08 ,0.07,2023-10-01 ,-0.06
Lyrilusc - Cobalt Sparrow,LED8-EN042,Legendary Duelists: Synchro Storm,0.1,2021-11-08 ,0.18,2023-10-01 ,0.08
Lyrilusc - Sapphire Swallow,LED8-EN043,Legendary Duelists: Synchro Storm,0.06,2021-11-08 ,0.14,2023-10-01 ,0.08
